Csapat;Ev;Brand;Sorozat;KartyaSzam;Kartya;Megvan
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Storm /299;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Purple Prizms Premium /249;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Orange Prizms Premium /199;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Premium Box Set /199;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Pulsar Red Prizms Premium /199;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Silver /199;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Teal /175;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Lime Green Prizms Premium /149;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Orange /149;TRUE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;White Explosion /149;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Purple Explosion /110;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Blue Scope /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Lazer Red Prizms Premium /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Pulsar Blue Prizms Premium /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Red Prizms Premium /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Scope Blue Prizms Premium /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Wave Blue Prizms Premium /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Green /99;TRUE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Green Explosion /99;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Blue Winter Holo /88;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Winter Blizzard Prizms Premium /88;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Dragon Year /75;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Red /75;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Blue Explosion /59;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Blue Prizms Premium /49;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Lazer Blue Prizms Premium /49;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Red Scope /49;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Scope Red Premium Prizms /49;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Artist Proof /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Orange Explosion /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Lazer Green Prizms Premium /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Mojo Prizms Premium /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Pulsar Green Prizms Premium /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Scope Green Prizms Premium /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Wave Green Prizms Premium /25;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Red Explosion /15;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Gold Artist Proof /10;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Premium Gold Prizms /10;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Green Scope /8;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Yellow Checkerboard /5;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Black Artist Proof /1;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Gold Vinyl Prizms Premium /1;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Nebula Prizms Premium /1;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Base;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Black White Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;China Variation;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Blue, Yellow and Green Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Tiger Stripe Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Glitter Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Ice Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Wave Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Hyper Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Ice Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Orange Ice Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Pink Ice Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Pulsar Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Ice Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Sparkle Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red/White/Blue Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Ruby Wave Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Silver Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Snakeskin Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Wave Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Sparkle Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Tiger Stripe Prizms;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Prizms /299;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Seismic Prizms /299;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Lazer Prizms /275;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Pink Prizms /249;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Skewed Prizms /249;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Basketball Prizms /225;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Teal Ice Prizms /225;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Prizms /199;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Orange Seismic Prizms /199;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Prizms /175;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Blue Prizms /150;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Premium Factory Set Prizms /150;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Purple Ice Prizms /149;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Sparkle Prizms /144;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Ice Prizms /125;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Orange Prizms /125;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Wave Blue Prizms /125;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Red Prizms /100;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Pulsar Prizms /99;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Seismic Prizms /99;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Purple Prizms /99;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Red Prizms /88;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Dragon Year Prizms /88;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Multi Wave Prizms /88;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Purple Prizms /75;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Power Prizms /75;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Pulsar Prizms /75;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Wave Orange Prizms /60;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Pink Prizms /50;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Blue Prizms /49;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Orange Prizms /49;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Jade Dragon Scale Prizms /48;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Pink Pulsar Prizms /42;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Wave Prizms /38;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Blue Shimmer Prizms FOTL /35;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Purple Pulsar Prizms /35;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Red Lazer Prizms /35;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;White Ice Prizms /35;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Pulsar Prizms /25;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Mojo Prizms /25;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Gold Sparkle Prizms /24;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Cherry Blossom Prizms /20;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Bronze Prizms /20;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Lotus Flower Prizms /18;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Gold Prizms /10;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Gold Shimmer Prizms FOTL /10;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Ice GoldPrizms /10;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Lazer Gold Prizms /10;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Wave Gold Prizms /10;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Green Prizms /8;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Sparkle Prizms /8;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Lucky Envelopes Prizms /8;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Plum Blossom Prizms /8;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Black Gold Prizms /5;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Fast Break Neon Green Prizms /5;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Green Shimmer Prizms FOTL /5;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Black Prizms /1;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Black Shimmer Prizms FOTL /1;FALSE
Phoenix Suns;2024 - 2025;Panini Prizm;Prizm;72;Choice Nebula Prizms /1;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Base;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Blue Velocity;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Checkerboard;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice Dragon;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Holo;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green Seismic;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Holo;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Hyper Pink;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Jazz;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Photon;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Purple;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Purple Shimmer;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Purple Shock;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red International;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red Sparkle;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red Stars International;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;White Sparkle;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Hyper Orange /299;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red Velocity /299;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Pink Glitter /275;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Hyper Green /249;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Premium Box Set /249;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Aqua /225;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Orange Shock /225;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Blue Sparkle /180;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Hyper Blue /175;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Orange /175;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green Shock /149;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Lime Green /149;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red Seismic /149;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Bronze Velocity /125;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Copper Glitter /99;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Purple /99;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red /99;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red and Gold International /99;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice Red /88;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Pink Velocity /79;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Blue Shimmer /75;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Electricity International /75;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Red /75;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Red Glitter /75;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;White Velocity /59;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Blue /49;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Blue /49;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green Velocity /49;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice White /48;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Black Velocity /39;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Cracked Ice /25;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Pink /25;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green International /25;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Pink /25;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice Blue /24;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Gold Sparkle /24;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Black Pandora /15;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Blue Glitter /15;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;White International /15;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green FOTL /14;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Purple Velocity /12;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Gold /10;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Gold /10;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Gold International /10;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Gold Velocity /10;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Black Gold Velocity /8;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice Black Gold /8;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green Sparkle /8;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Lucky Envelopes /8;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Red and Yellow /7;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Neon Green /5;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green /5;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Green Glitter /5;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Black FOTL /3;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Black /1;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Choice Nebula /1;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Fast Break Black /1;FALSE
Phoenix Suns;2024 - 2025;Donruss ;Optic Basketball;90;Gold Vinyl /1;FALSE
Phoenix Suns;2024 - 2025;Panini National Treasures;Tremendous Treasures;27;Base /99;FALSE
Phoenix Suns;2024 - 2025;Panini National Treasures;Tremendous Treasures;27;Prime /25;FALSE
Phoenix Suns;2024 - 2025;Panini National Treasures;Tremendous Treasures;27;Super Prime /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Base;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Aqua Holo Foil;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Blackout;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante Pink;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Foil Pattern;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Golden Mirror SSP;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Holo Foil;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Pink Holo Foil;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Player Number;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Rainbow Foilboard;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Sandglitter;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Sandglitter Blue SSP;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Team Color Border;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Victory SSP;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Gold /2025;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Purple Holo Foil /250;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Purple Rainbow /250 ;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Blue Holo Foil /150;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Blue Rainbow /150;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Green Holo Foil /99;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Green Rainbow /99;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off Green Foilboard /99;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Green /99;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Surge /99;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Black /68;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante Gold /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Gold Holo Foil /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Gold Rainbow /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off Gold Foilboard /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Gold /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Flash Drop /50;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante Orange /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Orange Rainbow /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Orange Holo Foil /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off Orange Foilboard /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Orange /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Cart Load /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Wood /25;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Black Holo Foil /10;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Black Rainbow /10;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Clear /10;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante Black /10;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Black /10;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Diamante Red /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Red Holo Foil /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Red Rainbow /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off Red Foilboard /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Red /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Cyber Circuit /5;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;First Card /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;FoilFractor /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Platinum Holo Foil /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Season Tip Off Black Foilboard /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Crackleboard Platinum /1;FALSE
Phoenix Suns;2025-2026;Topps Basketball;Base;161;Doorbuster /1;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Base;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Basketball;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Lightboard Logos;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Negative;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Prism;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Red, White, and Blue;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Skylight;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Wave;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;X-Fractors;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Magenta /399;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Teal /299;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Yellow /275;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Yellow Basketball /275;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Yellow /275;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Aqua /199;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Aqua Basketball /199;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Aqua /199;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Blue /150;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Blue Basketball /150;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Blue Wave /150;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Blue /150;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Green /99;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Green Basketball /99;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Green Wave /99;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Green /99;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Purple /75;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Purple Basketball /75;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Purple Wave /75;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar Purple /75;FALSE
