Csapat;Ev;Brand;Sorozat;KartyaSzam;Kartya;Megvan
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Green /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Hyper Red /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Gravity /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Red /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Blue Explosion /59;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Artist Proof /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Hyper Green /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Neon Orange Explosion /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Red Explosinon /15;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Artist Proof Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Hyper Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Hoops;47;Artist Proof Black /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Great Significance;24;Base;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Great Significance;24;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Immaculate;Modern Marks;MM;Base /99;TRUE
Milwaukee Bucks;2022 - 2023;Panini Immaculate;Modern Marks;MM;Red /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Immaculate;Modern Marks;MM;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Immaculate;Modern Marks;MM;Platinum /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Chronicles  ;Under the Lights AU;UL-AU;Base /99;TRUE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Asia Jade;TRUE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Red;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Silver ;TRUE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Purple /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Swirl /25;TRUE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Asia Red and Gold /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini ;Under the Lights AU;UL-AU;Black /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Base;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Mojo Silver;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Moonlight;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Red;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Red Cracked Ice;TRUE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Silver;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Sunrise;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Blue /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Mojo Red /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Supernova /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Solar Eclipse /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Blue Cracked Ice /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Lunar Eclipse /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Mojo Blue /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Gold Cracked Ice /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Mojo Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Lucky Envelopes /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Green /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Flux;Flux;63;Gold Vinyl /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Base;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Mosaic;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Blue Wave;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Genesis;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Glitter;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Green;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Green Ice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Peacock Choice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Reactive Blue;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Reactive Yellow;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Red;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Red and Green Choice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Silver;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Silver Fast Break;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Wave Red;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;White Sparkle;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Blue /199;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Pink /149;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Purple /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Red and Yellow Fusion Choice /88;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Blue Fast Break /85;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Purple Fast Break /50;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Orange Fluorescent /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;White /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Fusion Green Choice /21;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Pink Fast Break /20;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Pink Swirl FOTL /20;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Gold Fast Break /10;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Green Fluorescent /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Pink Fluorescent /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Wave Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Black Gold Choice /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Lucky Envelopes /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Green Swirl FOTL /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Black /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Black Fast Break /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Mosaic;144;Nebula Choice /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Scripts;38;Base;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Scripts;38;Genesis;FALSE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Scripts;38;Green Ice;TRUE
Milwaukee Bucks;2022 - 2023;Panini Mosaic;Scripts;38;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Penmanship;40;Base /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Penmanship;40;Bronze /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Penmanship;40;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Penmanship;40;;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Penmanship;40;Platinum /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Validating Marks;20;Base /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Validating Marks;20;Bronze /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Validating Marks;20;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Validating Marks;20;Emerald /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini National Treasures ;Validating Marks;20;Platinum /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Base /149;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Purple Electric 75;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Orange Electric  /50;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Green Electric /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Yellow Electric /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;Red Electric /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Obsidian ;Magmatic Signatures;40;White Mojo Electric /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Photgenic;Veteran Autograph;27;Base;FALSE
Milwaukee Bucks;2022 - 2023;Panini Photgenic;Veteran Autograph;27;Diamond /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini Photgenic;Veteran Autograph;27;Maze /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Photgenic;Veteran Autograph;27;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Photgenic;Veteran Autograph;27;Platinum /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Base;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue Wave;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue Yellow and Green Choice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green Ice ;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Hyper;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Ice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Pink Ice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Pulsar;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red Ice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red Sparkle;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red White Blue;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Ruby Wave;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Silver;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Tiger Stripe Choice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Wave Green;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;White Sparkle;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red /299;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue /199;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Blue /150;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Premium Factory Set /150;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Purple Ice /149;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue Ice /125;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Red /100;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Purple/ 99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red Choice /88;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Purple /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Red Power /75;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Orange Wave /60;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Pink /50;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue Choice /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Orange /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Pink Pulsar /42;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Blue Shimmer FOTL /35;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Purple Pulsar /35;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green Pulsar /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Mojo /25;TRUE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Gold Sparkle /24;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Bronze /20;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Purple Choice /20;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Gold Shimmer FOTL /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Wave Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green Choice /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Lucky Envelopes /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green Sparkle /8;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Black Gold /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Fast Break Neon Green /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Green Shimmer FOTL /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Black /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Prizm;Prizm;98;Nebula Choice /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Base;TRUE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Holo;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Dots;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Bronze /299;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Red /199;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Blue /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Purple /49;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Orange FOTL /17;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Green /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Platinum Swirl FOTL /3;FALSE
Milwaukee Bucks;2022 - 2023;Panini Recon ;Recon;20;Platinum /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Select;Signature Selections;33;Base;FALSE
Milwaukee Bucks;2022 - 2023;Panini Select;Signature Selections;33;Green Ice;FALSE
Milwaukee Bucks;2022 - 2023;Panini Select;Signature Selections;33;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Select;Signature Selections;33;Black /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Base /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Asia;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Astral /49;TRUE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Meta /25;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Marble /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Gold Asia /3;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Black Asia /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Catalysts Signatures ;CSA-GRY;Nebula /1;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Base /99;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Astral /49;TRUE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Meta /25;TRUE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Gold /10;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Marble /5;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Nebula /1;TRUE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Asia;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Gold Asia /3;FALSE
Milwaukee Bucks;2022 - 2023;Panini Spectra;Deep Space;30;Black Asia /1;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Base;TRUE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;International;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Hyper Red and Green International;TRUE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Mixorama;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Orange;TRUE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Blue /99;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Hyper Red International /88;TRUE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Neon Green /75;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Purple /49;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Aspirations /92;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Black /25;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Hyper Green International /24;TRUE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Pink FOTL /17;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Hyper Gold International /10;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Status /8;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Lucky Envelopes International /8;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Platinum FOTL /3;FALSE
Phoenix Suns;2023 - 2024;Donruss ;Elite;124;Elite /1;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Base;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Blue Velocity ;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Checkerboard;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Dragon Choice;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Holo;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Green Shock;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Holo;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Hyper Green;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Hyper Pink;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Jazz;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Photon;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Purple;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Purple Shock;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red and Green Choice;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red International;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;White Sparkle;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red Velocity /299;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Aqua /249;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Blue Seismic /249;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Premium Box Set /249;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Orange /199;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Lime Green /149;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red Seismic /130;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Copper Glitter /99;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Purple /99;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Hyper Orange /99;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red /99;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red Gold International /99;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red Choice /88;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Pink Velocity /79;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Green Glitter /77;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Red /75;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Red Glitter /75;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Green International /65;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Blue /49;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Blue /49;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Green Velocity /49;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Black Velocity /39;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Pink /25;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Pink /25;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Blue Mojo Choice /24;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Purple Stars FOTL /17;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Blue Glitter /15;TRUE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Gold /10;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Gold International /10;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Black Gold Choice /8;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Red and Yellow /7;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Neon Green /5;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Green /5;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Black /1;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Fast Break Black /1;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Gold Vinyl /1;FALSE
Phoenix Suns;2023 - 2024;Donruss;Optic;99;Nebula Choice /1;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Base;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Ice;TRUE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Multi Wave;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium Tiger;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Pulsar;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Red Pulsar;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Seismic;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Silver;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Orange /299;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Red /275;TRUE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Red Seismic /199;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco Red /149;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Purple Ice /149;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Orange Ice /125;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Blue /120;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Blue Ice /99;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco Blue /99;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Red Ice /99;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Seismic Blue /99;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium Red /88;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Blue Pulsar /75;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Green /75;TRUE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;White Seismic /75;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Pink Ice /35;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium Blue /25;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;White Ice /25;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Neon Blue /15;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco Gold /10;FALSE
